# frame, x, y
000,136,006
000,050,036
000,013,039
000,258,042
000,085,069
000,045,083
000,233,086
000,156,087
000,114,096
000,249,106
000,125,117
000,216,121
000,090,137
000,225,144
000,198,187
000,403,219
000,151,226
000,035,230
000,135,241
000,434,249
000,105,254
000,199,263
000,321,275
000,074,276
000,180,289
000,047,299
000,252,332
000,399,335
000,362,353
000,417,357
000,260,359
000,043,366
000,200,380
000,388,381
000,012,387
000,346,389
000,032,393
000,220,396
000,305,397
000,407,418
000,073,431
000,238,452
000,365,457
000,279,460
000,210,476
000,422,478
000,255,482
000,361,486
000,247,496
001,137,006
001,050,037
001,014,038
001,258,040
001,086,068
001,044,082
001,156,087
001,234,086
001,115,095
001,250,106
001,125,117
001,217,121
001,090,137
001,225,143
001,199,186
001,401,219
001,152,225
001,036,230
001,137,240
001,433,249
001,105,254
001,200,263
001,321,274
001,073,276
001,180,288
001,048,299
001,253,332
001,399,333
001,362,354
001,417,356
001,262,359
001,043,368
001,198,381
001,388,380
001,014,387
001,347,390
001,035,392
001,038,392
001,219,395
001,307,397
001,407,418
001,073,430
001,239,451
001,366,458
001,282,460
001,210,475
001,423,477
001,241,482
001,254,482
001,361,484
001,248,497
002,137,008
002,015,039
002,050,038
002,258,041
002,086,070
002,042,083
002,235,085
002,156,090
002,115,096
002,251,106
002,123,117
002,217,124
002,089,137
002,226,142
002,198,188
002,398,221
002,152,226
002,036,230
002,135,241
002,432,249
002,104,256
002,200,265
002,072,277
002,321,276
002,179,288
002,048,300
002,253,332
002,397,334
002,361,355
002,416,358
002,262,360
002,040,370
002,387,381
002,194,382
002,012,389
002,348,393
002,035,394
002,308,395
002,219,396
002,407,421
002,072,431
002,239,452
002,284,463
002,365,462
002,209,474
002,423,478
002,240,483
002,254,483
002,361,487
002,247,498
003,139,007
003,050,037
003,015,038
003,259,041
003,086,068
003,044,083
003,235,084
003,155,090
003,115,094
003,250,105
003,124,116
003,216,125
003,089,137
003,225,141
003,197,187
003,396,221
003,152,226
003,036,230
003,134,240
003,434,248
003,103,256
003,199,265
003,321,275
003,070,276
003,326,285
003,178,287
003,046,299
003,253,331
003,396,333
003,360,354
003,413,356
003,261,360
003,039,370
003,191,381
003,386,381
003,010,389
003,046,391
003,219,393
003,348,392
003,311,394
003,407,421
003,072,432
003,240,452
003,285,463
003,365,463
003,208,472
003,423,476
003,240,481
003,254,482
003,361,486
003,248,498
004,140,008
004,017,039
004,050,038
004,259,040
004,085,070
004,045,084
004,236,085
004,155,092
004,116,094
004,251,106
004,124,117
004,216,127
004,089,137
004,226,139
004,200,182
004,391,224
004,153,226
004,036,231
004,134,242
004,436,247
004,102,256
004,199,265
004,319,275
004,071,276
004,327,286
004,178,288
004,049,301
004,253,332
004,397,334
004,413,357
004,358,358
004,261,361
004,038,372
004,189,382
004,387,382
004,221,388
004,010,391
004,051,390
004,313,392
004,348,393
004,408,424
004,070,432
004,241,450
004,288,464
004,365,465
004,207,470
004,422,477
004,241,481
004,254,481
004,362,487
004,248,497
005,143,009
005,017,038
005,259,038
005,050,040
005,085,074
005,045,084
005,236,085
005,117,093
005,154,093
005,250,105
005,123,117
005,215,127
005,087,138
005,227,138
005,208,171
005,154,225
005,388,227
005,035,230
005,134,241
005,434,248
005,100,258
005,199,265
005,067,274
005,318,275
005,177,287
005,050,300
005,254,331
005,396,334
005,412,357
005,261,359
005,358,358
005,216,371
005,038,374
005,187,382
005,387,383
005,221,387
005,048,391
005,009,392
005,314,392
005,348,393
005,408,425
005,068,432
005,242,449
005,365,464
005,291,466
005,208,468
005,421,476
005,241,480
005,255,481
005,362,487
005,247,499
006,146,009
006,258,036
006,020,038
006,050,041
006,084,074
006,043,083
006,236,086
006,116,091
006,152,093
006,250,104
006,123,116
006,214,127
006,087,138
006,226,138
006,212,166
006,155,224
006,389,228
006,036,230
006,132,243
006,431,248
006,099,258
006,199,266
006,066,273
006,318,275
006,177,287
006,327,286
006,049,300
006,254,331
006,397,334
006,411,357
006,261,359
006,358,359
006,222,368
006,037,374
006,185,382
006,223,384
006,386,384
006,050,390
006,008,393
006,316,393
006,349,393
006,408,425
006,068,432
006,241,448
006,366,463
006,296,467
006,206,468
006,423,477
006,240,478
006,255,480
006,362,486
006,246,499
007,149,009
007,258,037
007,020,039
007,051,043
007,084,076
007,045,084
007,236,086
007,118,089
007,151,094
007,250,105
007,121,118
007,215,130
007,085,138
007,227,138
007,213,166
007,156,224
007,386,229
007,036,230
007,132,243
007,433,247
007,098,259
007,198,267
007,065,272
007,317,275
007,327,285
007,177,288
007,051,301
007,253,332
007,396,334
007,409,357
007,358,359
007,262,360
007,223,369
007,036,375
007,183,382
007,226,382
007,386,386
007,050,390
007,317,393
007,349,392
007,009,394
007,407,427
007,067,433
007,236,445
007,366,463
007,206,464
007,305,472
007,240,477
007,421,479
007,255,481
007,362,486
007,246,501
008,152,008
008,259,035
008,018,037
008,051,043
008,084,077
008,045,084
008,237,084
008,117,089
008,151,096
008,250,105
008,119,117
008,214,131
008,085,138
008,226,138
008,213,166
008,156,224
008,036,229
008,387,229
008,132,243
008,427,250
008,097,258
008,198,266
008,062,270
008,317,274
008,327,285
008,177,287
008,046,299
008,253,332
008,396,333
008,408,356
008,262,358
008,358,359
008,036,376
008,232,379
008,181,381
008,387,386
008,052,390
008,317,391
008,350,392
008,008,395
008,407,426
008,066,433
008,236,442
008,366,461
008,205,464
008,306,473
008,240,479
008,258,479
008,423,479
008,362,484
008,246,502
009,155,010
009,259,034
009,023,038
009,052,046
009,085,079
009,044,084
009,235,086
009,117,088
009,150,098
009,250,105
009,118,117
009,214,135
009,084,139
009,227,140
009,218,164
009,157,224
009,036,228
009,385,231
009,132,243
009,428,250
009,097,259
009,199,266
009,062,269
009,316,274
009,326,284
009,178,287
009,051,300
009,253,332
009,396,332
009,407,356
009,264,358
009,358,359
009,036,377
009,239,379
009,180,381
009,387,387
009,055,390
009,319,392
009,351,392
009,011,396
009,408,427
009,065,432
009,236,441
009,367,460
009,205,462
009,308,473
009,240,479
009,258,480
009,425,480
009,363,484
009,245,506
010,159,010
010,259,034
010,024,038
010,052,048
010,084,078
010,044,085
010,234,087
010,117,089
010,148,099
010,249,106
010,117,118
010,213,139
010,084,140
010,220,163
010,156,224
010,035,228
010,384,230
010,131,244
010,425,251
010,096,259
010,198,267
010,060,268
010,316,274
010,326,285
010,178,287
010,050,300
010,395,331
010,252,332
010,405,354
010,262,358
010,359,360
010,035,376
010,242,377
010,177,380
010,056,390
010,386,390
010,319,392
010,351,393
010,005,400
010,407,428
010,063,433
010,236,441
010,366,460
010,204,463
010,309,474
010,240,478
010,260,481
010,424,480
010,365,487
011,162,010
011,259,033
011,026,037
011,052,048
011,085,079
011,043,083
011,118,087
011,234,086
011,148,099
011,249,105
011,116,118
011,214,139
011,084,140
011,222,160
011,156,223
011,035,227
011,383,230
011,130,243
011,427,249
011,095,259
011,198,266
011,059,268
011,315,273
011,327,284
011,178,287
011,050,300
011,395,330
011,251,332
011,405,353
011,263,357
011,358,360
011,248,374
011,034,377
011,175,380
011,057,389
011,322,391
011,351,391
011,386,390
011,008,397
011,408,427
011,063,432
011,236,438
011,202,459
011,366,459
011,310,473
011,240,477
011,259,479
011,425,479
011,365,487
012,164,010
012,259,034
012,026,037
012,051,047
012,085,079
012,043,083
012,118,086
012,232,087
012,147,100
012,249,105
012,116,118
012,227,138
012,084,140
012,212,140
012,223,156
012,156,223
012,035,226
012,381,231
012,130,243
012,426,249
012,094,259
012,059,267
012,198,267
012,314,273
012,326,284
012,179,287
012,050,299
012,394,327
012,250,332
012,404,353
012,264,357
012,357,360
012,249,372
012,035,378
012,173,379
012,060,388
012,323,390
012,352,390
012,386,392
012,008,398
012,408,427
012,062,432
012,238,435
012,368,457
012,201,458
012,310,472
012,239,476
012,259,479
012,425,479
012,364,486
013,165,010
013,258,033
013,025,037
013,052,048
013,084,079
013,043,084
013,117,086
013,231,088
013,146,101
013,249,105
013,113,118
013,227,138
013,083,141
013,211,142
013,223,155
013,156,223
013,034,225
013,379,231
013,127,244
013,426,249
013,093,259
013,057,266
013,198,267
013,314,272
013,326,284
013,179,288
013,046,296
013,393,325
013,248,332
013,404,352
013,264,357
013,357,360
013,249,371
013,035,378
013,170,380
013,061,388
013,324,390
013,352,391
013,387,394
013,008,400
013,408,428
013,062,433
013,238,434
013,198,454
013,367,455
013,310,472
013,239,475
013,426,479
013,260,480
013,364,486
014,168,011
014,258,033
014,026,038
014,052,049
014,085,081
014,044,085
014,118,086
014,231,089
014,145,103
014,249,106
014,113,120
014,228,138
014,084,142
014,210,144
014,223,156
014,156,223
014,035,226
014,377,232
014,127,244
014,427,249
014,093,261
014,057,265
014,198,268
014,314,273
014,326,285
014,179,288
014,047,297
014,394,325
014,247,333
014,404,352
014,266,357
014,357,361
014,251,371
014,035,379
014,170,381
014,064,388
014,325,389
014,352,391
014,387,397
014,011,400
014,409,429
014,064,433
014,239,432
014,197,453
014,368,453
014,312,472
014,240,475
014,261,479
014,426,479
014,364,488
015,170,011
015,259,032
015,026,037
015,054,046
015,085,081
015,044,084
015,119,085
015,233,089
015,144,103
015,250,106
015,112,120
015,228,138
015,084,142
015,209,143
015,224,154
015,156,223
015,034,225
015,376,232
015,128,243
015,428,248
015,093,261
015,056,264
015,198,267
015,313,273
015,326,284
015,178,287
015,048,297
015,394,324
015,246,332
015,250,353
015,403,352
015,266,358
015,358,361
015,251,370
015,036,378
015,168,381
015,070,386
015,327,389
015,352,392
015,388,399
015,009,401
015,240,430
015,409,430
015,063,433
015,196,452
015,369,452
015,239,473
015,312,472
015,426,477
015,261,478
015,365,487
015,345,505
016,172,012
016,258,031
016,028,038
016,053,048
016,085,082
016,043,085
016,119,085
016,232,089
016,142,105
016,249,106
016,112,120
016,229,138
016,084,143
016,209,144
016,223,153
016,033,225
016,156,224
016,374,233
016,126,244
016,427,249
016,092,261
016,056,264
016,198,267
